代码,名称,所属行业
SH688150,莱特光电,电子化学品
SH688151,华强科技,国防军工
SH688153,唯捷创芯-U,半导体及元件
SH688155,先惠技术,电力设备
SH688156,路德环境,环保
SH688157,松井股份,化学制品
SH688158,优刻得-W,计算机应用
SH688159,有方科技,通信设备
SH688160,步科股份,自动化设备
SH688161,威高骨科,医疗器械
SH688162,巨一科技,专用设备
SH688163,赛伦生物,生物制品
SH688165,埃夫特-U,自动化设备
SH688166,博瑞医药,化学制药
SH688167,炬光科技,自动化设备
SH688168,安博通,计算机应用
SH688169,DR石头科,小家电
SH688170,德龙激光,自动化设备
SH688171,纬德信息,计算机应用
SH688173,希荻微,半导体及元件
SH688175,高凌信息,国防军工
SH688176,亚虹医药-U,化学制药
SH688177,百奥泰,生物制品
SH688178,万德斯,环保
SH688179,阿拉丁,化学制品
SH688180,君实生物-U,生物制品
SH688181,八亿时空,光学光电子
SH688182,灿勤科技,通信设备
SH688183,生益电子,半导体及元件
SH688185,康希诺,生物制品
SH688186,广大特材,钢铁
SH688187,时代电气,非汽车交运
SH688188,柏楚电子,自动化设备
SH688189,南新制药,化学制药
SH688190,云路股份,金属新材料
SH688191,XD智洋创,电力设备
SH688192,迪哲医药-U,化学制药
SH688193,仁度生物,医疗器械
SH688195,腾景科技,光学光电子
SH688196,卓越新能,化学制品
SH688197,首药控股-U,化学制药
SH688198,佰仁医疗,医疗器械
SH688199,久日新材,化学制品
SH688200,华峰测控,半导体及元件
SH688201,信安世纪,计算机应用
SH688202,美迪西,医疗服务
SH688206,概伦电子,半导体及元件
SH688207,格灵深瞳-U,计算机应用
SH688208,道通科技,计算机设备
SH688209,英集芯,半导体及元件
SH688210,统联精密,消费电子
SH688211,中科微至,通用设备
SH688212,澳华内镜,医疗器械
SH688213,思特威-W,半导体及元件
SH688215,瑞晟智能,自动化设备
SH688216,气派科技,半导体及元件
SH688217,睿昂基因,医疗器械
SH688218,江苏北人,自动化设备
SH688219,会通股份,化工合成材料
SH688220,翱捷科技-U,半导体及元件
SH688221,前沿生物-U,化学制药
SH688222,成都先导,医疗服务
SH688223,晶科能源,电力设备
SH688225,亚信安全,计算机应用
SH688226,威腾电气,电力设备
SH688227,品高股份,计算机应用
SH688228,开普云,计算机应用
SH688229,博睿数据,计算机应用
SH688230,芯导科技,半导体及元件
SH688231,隆达股份,国防军工
SH688232,新点软件,计算机应用
SH688233,神工股份,半导体及元件
SH688234,天岳先进,半导体及元件
SH688235,百济神州-U,生物制品
SH688236,春立医疗,医疗器械
SH688237,超卓航科,国防军工
SH688238,和元生物,医疗服务
SH688239,航宇科技,国防军工
SH688246,嘉和美康,计算机应用
SH688248,XD南网科,电力
SH688251,井松智能,通用设备
SH688255,凯尔达,自动化设备
SH688256,寒武纪-U,半导体及元件
SH688257,新锐股份,通用设备
SH688258,卓易信息,计算机应用
SH688259,创耀科技,半导体及元件
SH688260,昀冢科技,消费电子
SH688261,东微半导,半导体及元件
SH688262,国芯科技,半导体及元件
SH688265,南模生物,医疗服务
SH688266,泽璟制药-U,化学制药
SH688267,中触媒,非金属材料
SH688268,华特气体,电子化学品
SH688269,凯立新材,金属新材料
SH688270,臻镭科技,半导体及元件
SH688272,XD富吉瑞,国防军工
SH688276,百克生物,生物制品
SH688277,天智航-U,医疗器械
SH688278,特宝生物,生物制品
SH688279,峰岹科技,半导体及元件
SH688280,精进电动-UW,汽车零部件
SH688281,华秦科技,国防军工
SH688282,理工导航,国防军工
SH688283,坤恒顺维,通信设备
SH688285,高铁电气,非汽车交运
SH688286,敏芯股份,半导体及元件
SH688287,观典防务,国防军工
SH688288,鸿泉物联,计算机设备
SH688289,圣湘生物,医疗器械
SH688290,景业智能,自动化设备
SH688295,中复神鹰,化工合成材料
SH688296,和达科技,计算机应用
SH688297,中无人机,国防军工
SH688298,东方生物,医疗器械
SH688299,长阳科技,光学光电子
SH688300,联瑞新材,非金属材料
SH688301,奕瑞科技,医疗器械
SH688302,海创药业-U,化学制药
SH688303,大全能源,电力设备
SH688305,科德数控,通用设备
SH688306,均普智能,自动化设备
SH688308,欧科亿,通用设备
SH688310,迈得医疗,自动化设备
SH688311,盟升电子,国防军工
SH688312,燕麦科技,自动化设备
SH688313,仕佳光子,通信设备
SH688314,康拓医疗,医疗器械
SH688315,诺禾致源,医疗服务
SH688316,青云科技-U,计算机应用
SH688317,之江生物,医疗器械
SH688318,财富趋势,计算机应用
SH688319,欧林生物,生物制品
SH688320,禾川科技,自动化设备
SH688321,微芯生物,化学制药
SH688322,C奥比-UW,自动化设备
SH688323,瑞华泰,化工合成材料
SH688325,赛微微电,半导体及元件
SH688326,经纬恒润-W,计算机应用
SH688327,云从科技-UW,计算机应用
SH688328,深科达,专用设备
SH688329,艾隆科技,自动化设备
SH688330,宏力达,电力设备
SH688331,荣昌生物,化学制药
SH688332,中科蓝讯,半导体及元件
SH688333,铂力特,通用设备
SH688335,复洁环保,环保
SH688336,三生国健,生物制品
SH688337,普源精电-U,仪器仪表
SH688338,赛科希德,医疗器械
SH688339,亿华通-U,电力设备
SH688345,博力威,电力设备
SH688348,昱能科技,电力设备
SH688349,三一重能,电力设备
SH688350,富淼科技,化学制品
SH688353,华盛锂电,电力设备
SH688355,明志科技,通用设备
SH688356,键凯科技,化学制药
SH688357,建龙微纳,非金属材料
SH688358,祥生医疗,医疗器械
SH688359,三孚新科,电子化学品
SH688360,德马科技,通用设备
SH688363,华熙生物,美容护理
SH688365,光云科技,计算机应用
SH688366,昊海生科,医疗器械
SH688367,工大高科,非汽车交运
SH688368,晶丰明源,半导体及元件
SH688369,致远互联,计算机应用
SH688375,国博电子,国防军工
SH688377,迪威尔,专用设备
SH688378,奥来德,专用设备
SH688379,华光新材,通用设备
SH688382,益方生物,生物制品
SH688383,新益昌,专用设备
SH688385,复旦微电,半导体及元件
SH688386,泛亚微透,化工合成材料
SH688388,嘉元科技,工业金属
SH688389,普门科技,医疗器械
SH688390,固德威,电力设备
SH688393,安必平,医疗器械
SH688395,正弦电气,自动化设备
SH688396,华润微,半导体及元件
SH688398,赛特新材,化学制品
SH688399,硕世生物,医疗器械
SH688400,C凌云光,自动化设备
SH688408,中信博,电力设备
SH688418,震有科技,通信设备
SH688425,铁建重工,专用设备
SH688456,有研粉材,工业金属
SH688466,金科环境,环保
SH688468,科美诊断,医疗器械
SH688488,艾迪药业,生物制品
SH688499,利元亨,电力设备
SH688500,慧辰股份,计算机应用
SH688501,青达环保,环保
SH688505,复旦张江,化学制药
SH688508,芯朋微,半导体及元件
SH688509,正元地信,计算机应用
SH688510,航亚科技,国防军工
SH688511,天微电子,国防军工
SH688513,苑东生物,化学制药
SH688516,奥特维,电力设备
SH688517,金冠电气,电力设备
SH688518,联赢激光,自动化设备
SH688519,南亚新材,半导体及元件
SH688520,神州细胞-U,生物制品
SH688521,芯原股份-U,半导体及元件
SH688526,科前生物,农业服务
SH688528,秦川物联,仪器仪表
SH688529,豪森股份,专用设备
SH688533,上声电子,汽车零部件
SH688536,思瑞浦,半导体及元件
SH688538,和辉光电-U,光学光电子
SH688550,瑞联新材,电子化学品
SH688551,科威尔,电力设备
SH688553,汇宇制药-W,化学制药
SH688555,泽达易盛,计算机应用
SH688556,高测股份,电力设备
SH688557,XD兰剑智,通用设备
SH688558,国盛智科,通用设备
SH688559,海目星,自动化设备
SH688560,明冠新材,电力设备
SH688561,奇安信-U,计算机应用
SH688565,力源科技,环保
SH688566,吉贝尔,化学制药
SH688567,孚能科技,电力设备
SH688568,中科星图,计算机应用
SH688569,铁科轨道,非汽车交运
SH688571,杭华股份,化学制品
SH688575,亚辉龙,医疗器械
SH688577,浙海德曼,通用设备
SH688578,艾力斯-U,化学制药
SH688579,山大地纬,计算机应用
SH688580,伟思医疗,医疗器械
SH688585,上纬新材,化工合成材料
SH688586,江航装备,国防军工
SH688588,凌志软件,计算机应用
SH688589,力合微,半导体及元件
SH688590,新致软件,计算机应用
SH688595,芯海科技,半导体及元件
SH688596,正帆科技,专用设备
SH688597,煜邦电力,电力设备
SH688598,金博股份,电力设备
SH688599,天合光能,电力设备
SH688600,皖仪科技,环保
SH688601,力芯微,半导体及元件
SH688606,奥泰生物,医疗器械
SH688607,康众医疗,医疗器械
SH688608,恒玄科技,半导体及元件
SH688609,九联科技,黑色家电
SH688611,杭州柯林,电力设备
SH688613,奥精医疗,医疗器械
SH688616,西力科技,电力设备
SH688617,惠泰医疗,医疗器械
SH688618,三旺通信,通信设备
SH688619,XD罗普特,计算机设备
SH688621,阳光诺和,医疗服务
SH688622,禾信仪器,仪器仪表
SH688625,呈和科技,化学制品
SH688626,翔宇医疗,医疗器械
SH688628,优利德,仪器仪表
SH688630,芯碁微装,专用设备
SH688633,星球石墨,专用设备
SH688636,智明达,国防军工
SH688639,华恒生物,化学制品
SH688655,迅捷兴,半导体及元件
SH688656,浩欧博,医疗器械
SH688658,悦康药业,化学制药
SH688659,元琛科技,化学制品
SH688660,XD电气风,电力设备
SH688661,和林微纳,消费电子
SH688662,富信科技,其他电子
SH688663,新风光,电力设备
SH688665,四方光电,仪器仪表
SH688667,菱电电控,汽车零部件
SH688668,鼎通科技,通信设备
SH688669,聚石化学,化工合成材料
SH688670,金迪克,生物制品
SH688676,金盘科技,电力设备
SH688677,海泰新光,医疗器械
SH688678,福立旺,消费电子
SH688679,通源环境,环保
SH688680,海优新材,电力设备
SH688681,科汇股份,电力设备
SH688682,霍莱沃,国防军工
SH688683,莱尔科技,消费电子
SH688685,迈信林,国防军工
SH688686,奥普特,自动化设备
SH688687,凯因科技,生物制品
SH688689,银河微电,半导体及元件
SH688690,纳微科技,化学制药
SH688696,极米科技,黑色家电
SH688697,纽威数控,通用设备
SH688698,伟创电气,自动化设备
SH688699,明微电子,半导体及元件
SH688700,东威科技,专用设备
SH688701,卓锦股份,环保
SH688707,振华新材,电力设备
SH688711,宏微科技,半导体及元件
SH688718,唯赛勃,化工合成材料
SH688722,同益中,化工合成材料
SH688728,格科微,半导体及元件
SH688733,壹石通,电力设备
SH688737,中自科技,汽车零部件
SH688739,成大生物,生物制品
SH688766,普冉股份,半导体及元件
SH688767,博拓生物,医疗器械
SH688768,容知日新,仪器仪表
SH688772,珠海冠宇,电力设备
SH688776,国光电气,国防军工
SH688777,中控技术,自动化设备
SH688778,厦钨新能,电力设备
SH688779,长远锂科,电力设备
SH688786,悦安新材,金属新材料
SH688787,海天瑞声,计算机应用
SH688788,科思科技,国防军工
SH688789,宏华数科,专用设备
SH688793,倍轻松,小家电
SH688798,艾为电子,半导体及元件
SH688799,华纳药厂,化学制药
SH688800,瑞可达,其他电子
SH688819,天能股份,电力设备
SH688981,中芯国际,半导体及元件
SH689009,九号公司-WD,非汽车交运
SZ000001,平安银行,银行
SZ000002,万  科Ａ,房地产开发
SZ000004,ST国华,计算机应用
SZ000005,ST星源,环保
SZ000006,深振业Ａ,房地产开发
SZ000007,全新好,零售
SZ000008,神州高铁,非汽车交运
SZ000009,中国宝安,电力设备
SZ000010,美丽生态,建筑装饰
SZ000011,深物业A,房地产开发
SZ000012,南  玻Ａ,建筑材料
SZ000014,沙河股份,房地产开发
SZ000016,深康佳Ａ,黑色家电
SZ000017,深中华A,家用轻工
SZ000019,深粮控股,农产品加工
SZ000020,深华发Ａ,光学光电子
SZ000021,深科技,消费电子
SZ000023,深天地Ａ,建筑材料
SZ000025,特  力Ａ,汽车服务
SZ000026,飞亚达,家用轻工
SZ000027,深圳能源,电力
SZ000028,国药一致,医药商业
SZ000029,深深房Ａ,房地产开发
SZ000030,富奥股份,汽车零部件
SZ000031,大悦城,房地产开发
SZ000032,深桑达Ａ,通信设备
SZ000034,神州数码,计算机应用
SZ000035,中国天楹,环保
SZ000036,华联控股,房地产开发
SZ000037,深南电A,电力
SZ000038,*ST大通,综合
SZ000039,中集集团,通用设备
SZ000040,东旭蓝天,电力
SZ000042,中洲控股,房地产开发
SZ000045,深纺织Ａ,光学光电子
SZ000046,泛海控股,房地产开发
SZ000048,京基智农,农产品加工
SZ000049,德赛电池,电力设备
SZ000050,深天马Ａ,光学光电子
SZ000055,方大集团,建筑材料
SZ000056,皇庭国际,零售
SZ000058,深 赛 格,零售
SZ000059,华锦股份,石油加工贸易
SZ000060,中金岭南,工业金属
SZ000061,农 产 品,零售
SZ000062,深圳华强,其他电子
SZ000063,中兴通讯,通信设备
SZ000065,北方国际,建筑装饰
SZ000066,中国长城,计算机设备
SZ000068,华控赛格,环保
SZ000069,华侨城Ａ,房地产开发
SZ000070,特发信息,通信设备
SZ000078,海王生物,医药商业
SZ000088,盐 田 港,港口航运
SZ000089,深圳机场,机场航运
SZ000090,天健集团,房地产开发
SZ000096,广聚能源,石油加工贸易
SZ000099,中信海直,机场航运
SZ000100,TCL科技,光学光电子
SZ000150,*ST宜康,医疗服务
SZ000151,中成股份,贸易
SZ000153,丰原药业,化学制药
SZ000155,川能动力,电力
SZ000156,华数传媒,传媒
SZ000157,中联重科,专用设备
SZ000158,常山北明,计算机应用
SZ000159,国际实业,石油加工贸易
SZ000166,申万宏源,证券
SZ000301,东方盛虹,化工合成材料
SZ000333,美的集团,白色家电
SZ000338,潍柴动力,汽车零部件
SZ000400,许继电气,电力设备
SZ000401,冀东水泥,建筑材料
SZ000402,金 融 街,房地产开发
SZ000403,派林生物,生物制品
SZ000404,长虹华意,白色家电
SZ000407,胜利股份,燃气
SZ000408,藏格矿业,化学制品
SZ000409,云鼎科技,计算机应用
SZ000410,*ST沈机,通用设备
SZ000411,英特集团,医药商业
SZ000413,东旭光电,光学光电子
SZ000415,渤海租赁,保险及其他
SZ000416,民生控股,保险及其他
SZ000417,合肥百货,零售
SZ000419,通程控股,零售
SZ000420,吉林化纤,化工合成材料
SZ000421,南京公用,燃气
SZ000422,湖北宜化,化学制品
SZ000423,东阿阿胶,中药
SZ000425,徐工机械,专用设备
SZ000426,兴业矿业,工业金属
SZ000428,华天酒店,酒店及餐饮
SZ000429,粤高速Ａ,公路铁路运输
SZ000430,张家界,景点及旅游
SZ000488,晨鸣纸业,造纸
SZ000498,山东路桥,建筑装饰
SZ000501,武商集团,零售
SZ000503,国新健康,计算机应用
SZ000504,南华生物,医疗服务
SZ000505,京粮控股,农产品加工
SZ000506,中润资源,贵金属
SZ000507,珠海港,港口航运
SZ000509,华塑控股,光学光电子
SZ000510,新金路,化学原料
SZ000513,丽珠集团,化学制药
SZ000514,渝 开 发,房地产开发
SZ000516,国际医学,医疗服务
SZ000517,荣安地产,房地产开发
SZ000518,四环生物,生物制品
SZ000519,中兵红箭,国防军工
SZ000520,长航凤凰,港口航运
SZ000521,长虹美菱,白色家电
SZ000523,广州浪奇,美容护理
SZ000524,岭南控股,景点及旅游
SZ000525,ST红太阳,化学制品
SZ000526,学大教育,教育
SZ000528,柳    工,专用设备
SZ000529,广弘控股,传媒
SZ000530,冰山冷热,通用设备
SZ000531,穗恒运Ａ,电力
SZ000532,华金资本,保险及其他
SZ000533,顺钠股份,电力设备
SZ000534,万泽股份,生物制品
SZ000536,华映科技,光学光电子
SZ000537,广宇发展,电力
SZ000538,云南白药,中药
SZ000539,粤电力Ａ,电力
SZ000540,中天金融,房地产开发
SZ000541,佛山照明,光学光电子
SZ000543,皖能电力,电力
SZ000544,中原环保,环保
SZ000545,金浦钛业,化学原料
SZ000546,金圆股份,建筑材料
SZ000547,航天发展,国防军工
SZ000548,湖南投资,公路铁路运输
SZ000550,江铃汽车,汽车整车
SZ000551,创元科技,环保
SZ000552,靖远煤电,煤炭开采加工
SZ000553,安道麦A,化学制品
SZ000554,泰山石油,石油加工贸易
SZ000555,神州信息,计算机应用
SZ000557,西部创业,公路铁路运输
SZ000558,莱茵体育,房地产开发
SZ000559,万向钱潮,汽车零部件
SZ000560,我爱我家,房地产服务
SZ000561,烽火电子,国防军工
SZ000563,陕国投Ａ,保险及其他
SZ000564,ST大集,零售
SZ000565,渝三峡Ａ,化学制品
SZ000566,海南海药,化学制药
SZ000567,海德股份,保险及其他
SZ000568,泸州老窖,饮料制造
SZ000570,苏常柴Ａ,汽车零部件
SZ000571,ST大洲,煤炭开采加工
SZ000572,海马汽车,汽车整车
SZ000573,粤宏远Ａ,房地产开发
SZ000576,甘化科工,国防军工
SZ000581,威孚高科,汽车零部件
SZ000582,北部湾港,港口航运
SZ000584,哈工智能,自动化设备
SZ000586,汇源通信,通信设备
SZ000587,*ST金洲,综合
SZ000589,贵州轮胎,汽车零部件
SZ000590,启迪药业,中药
SZ000591,太阳能,电力
SZ000592,平潭发展,种植业与林业
SZ000593,德龙汇能,燃气
SZ000595,宝塔实业,通用设备
SZ000596,古井贡酒,饮料制造
SZ000597,东北制药,化学制药
SZ000598,兴蓉环境,环保
SZ000599,青岛双星,汽车零部件
SZ000600,建投能源,电力
SZ000601,韶能股份,电力
SZ000603,盛达资源,工业金属
SZ000605,渤海股份,环保
SZ000606,*ST顺利,计算机应用
SZ000607,华媒控股,传媒
SZ000608,阳光股份,房地产开发
SZ000609,中迪投资,房地产开发
SZ000610,西安旅游,酒店及餐饮
SZ000612,焦作万方,工业金属
SZ000615,奥园美谷,美容护理
SZ000616,ST海投,医疗服务
SZ000617,中油资本,保险及其他
SZ000619,海螺新材,建筑材料
SZ000620,新华联,房地产开发
SZ000622,恒立实业,综合
SZ000623,吉林敖东,化学制药
SZ000625,长安汽车,汽车整车
SZ000626,远大控股,贸易
SZ000627,天茂集团,保险
SZ000628,高新发展,建筑装饰
SZ000629,攀钢钒钛,钢铁
SZ000630,铜陵有色,工业金属
SZ000631,顺发恒业,综合
SZ000632,三木集团,综合
SZ000633,合金投资,金属新材料
SZ000635,英 力 特,化学原料
SZ000636,风华高科,半导体及元件
SZ000637,茂化实华,石油加工贸易
SZ000638,*ST万方,国防军工
SZ000639,西王食品,食品加工制造
SZ000650,仁和药业,中药
SZ000651,格力电器,白色家电
SZ000652,泰达股份,综合
SZ000655,金岭矿业,钢铁
SZ000656,金科股份,房地产开发
SZ000657,中钨高新,小金属
SZ000659,珠海中富,包装印刷
SZ000661,长春高新,生物制品
SZ000663,永安林业,种植业与林业
SZ000665,湖北广电,传媒
SZ000666,经纬纺机,保险及其他
SZ000667,美好置业,房地产开发
SZ000668,荣丰控股,医药商业
SZ000669,ST金鸿,燃气
SZ000671,阳 光 城,房地产开发
SZ000672,上峰水泥,建筑材料
SZ000676,智度股份,传媒
SZ000677,恒天海龙,化工合成材料
SZ000678,襄阳轴承,汽车零部件
SZ000679,大连友谊,零售
SZ000680,山推股份,专用设备
SZ000681,视觉中国,传媒
SZ000682,东方电子,电力设备
SZ000683,远兴能源,化学原料
SZ000685,中山公用,环保
SZ000686,东北证券,证券
SZ000688,国城矿业,工业金属
SZ000690,宝新能源,电力
SZ000691,亚太实业,化学制品
SZ000692,惠天热电,电力
SZ000695,滨海能源,包装印刷
SZ000697,炼石航空,国防军工
SZ000698,沈阳化工,石油加工贸易
SZ000700,模塑科技,汽车零部件
SZ000701,厦门信达,其他电子
SZ000702,正虹科技,农产品加工
SZ000703,恒逸石化,化工合成材料
SZ000705,浙江震元,医药商业
SZ000707,双环科技,化学原料
SZ000708,中信特钢,钢铁
SZ000709,河钢股份,钢铁
SZ000710,贝瑞基因,医疗器械
SZ000711,京蓝科技,环保
SZ000712,锦龙股份,证券
SZ000713,丰乐种业,种植业与林业
SZ000715,中兴商业,零售
SZ000716,黑芝麻,食品加工制造
SZ000717,韶钢松山,钢铁
SZ000718,苏宁环球,房地产开发
SZ000719,中原传媒,传媒
SZ000720,新能泰山,物流
SZ000721,西安饮食,酒店及餐饮
SZ000722,湖南发展,电力
SZ000723,美锦能源,煤炭开采加工
SZ000725,京东方Ａ,光学光电子
SZ000726,鲁  泰Ａ,纺织制造
SZ000727,冠捷科技,光学光电子
SZ000728,国元证券,证券
SZ000729,燕京啤酒,饮料制造
SZ000731,四川美丰,化学制品
SZ000732,ST泰禾,房地产开发
SZ000733,振华科技,国防军工
SZ000735,罗 牛 山,养殖业
SZ000736,中交地产,房地产开发
SZ000737,北方铜业,工业金属
SZ000738,航发控制,国防军工
SZ000739,普洛药业,化学制药
SZ000750,国海证券,证券
SZ000751,锌业股份,工业金属
SZ000752,*ST西发,饮料制造
SZ000753,漳州发展,综合
SZ000755,山西路桥,公路铁路运输
SZ000756,新华制药,化学制药
SZ000757,浩物股份,汽车服务
SZ000758,中色股份,工业金属
SZ000759,中百集团,零售
SZ000761,本钢板材,钢铁
SZ000762,西藏矿业,小金属
SZ000766,通化金马,化学制药
SZ000767,晋控电力,电力
SZ000768,中航西飞,国防军工
SZ000776,广发证券,证券
SZ000777,中核科技,通用设备
SZ000778,新兴铸管,钢铁
SZ000779,甘咨询,建筑装饰
SZ000782,美达股份,化工合成材料
SZ000783,长江证券,证券
SZ000785,居然之家,零售
SZ000786,北新建材,建筑材料
SZ000788,北大医药,化学制药
SZ000789,万年青,建筑材料
SZ000790,华神科技,中药
SZ000791,甘肃电投,电力
SZ000792,盐湖股份,化学制品
SZ000793,华闻集团,传媒
SZ000795,英洛华,金属新材料
SZ000796,ST凯撒,景点及旅游
SZ000797,中国武夷,房地产开发
SZ000798,中水渔业,养殖业
SZ000799,酒鬼酒,饮料制造
SZ000800,一汽解放,汽车整车
SZ000801,四川九洲,黑色家电
SZ000802,北京文化,传媒
SZ000803,北清环能,环保
SZ000806,*ST银河,半导体及元件
SZ000807,云铝股份,工业金属
SZ000809,ST新城,房地产开发
SZ000810,创维数字,黑色家电
SZ000811,冰轮环境,通用设备
SZ000812,陕西金叶,包装印刷
SZ000813,德展健康,化学制药
SZ000815,美利云,造纸
SZ000816,智慧农业,汽车零部件
SZ000818,航锦科技,化学原料
SZ000819,岳阳兴长,石油加工贸易
SZ000820,*ST节能,综合
SZ000821,京山轻机,电力设备
SZ000822,山东海化,化学原料
SZ000823,超声电子,半导体及元件
SZ000825,太钢不锈,钢铁
SZ000826,启迪环境,环保
SZ000828,东莞控股,公路铁路运输
SZ000829,天音控股,零售
SZ000830,鲁西化工,化学原料
SZ000831,五矿稀土,小金属
SZ000833,粤桂股份,综合
SZ000836,富通信息,通信设备
SZ000837,秦川机床,通用设备
SZ000838,财信发展,房地产开发
SZ000839,ST国安,综合
SZ000848,承德露露,饮料制造
SZ000850,华茂股份,纺织制造
SZ000851,高鸿股份,通信设备
SZ000852,石化机械,专用设备
SZ000856,冀东装备,专用设备
SZ000858,五 粮 液,饮料制造
SZ000859,国风新材,化工合成材料
SZ000860,顺鑫农业,饮料制造
SZ000861,海印股份,零售
SZ000862,银星能源,电力
SZ000863,三湘印象,房地产开发
SZ000868,安凯客车,汽车整车
SZ000869,张  裕Ａ,饮料制造
SZ000875,吉电股份,电力
SZ000876,新 希 望,农产品加工
SZ000877,天山股份,建筑材料
SZ000878,云南铜业,工业金属
SZ000880,潍柴重机,汽车零部件
SZ000881,中广核技,化学制品
SZ000882,华联股份,零售
SZ000883,湖北能源,电力
SZ000885,城发环境,公路铁路运输
SZ000886,海南高速,房地产开发
SZ000887,中鼎股份,汽车零部件
SZ000888,峨眉山Ａ,景点及旅游
SZ000889,ST中嘉,通信服务
SZ000890,法尔胜,通用设备
SZ000892,欢瑞世纪,传媒
SZ000893,亚钾国际,化学制品
SZ000895,双汇发展,食品加工制造
SZ000897,津滨发展,房地产开发
SZ000898,鞍钢股份,钢铁
SZ000899,赣能股份,电力
SZ000900,现代投资,公路铁路运输
SZ000901,航天科技,汽车零部件
SZ000902,新洋丰,化学制品
SZ000903,云内动力,汽车零部件
SZ000905,厦门港务,港口航运
SZ000906,浙商中拓,物流
SZ000908,景峰医药,化学制药
SZ000909,数源科技,房地产开发
SZ000910,大亚圣象,家用轻工
SZ000911,南宁糖业,农产品加工
SZ000912,泸天化,化学制品
SZ000913,钱江摩托,非汽车交运
SZ000915,华特达因,化学制药
SZ000917,电广传媒,传媒
SZ000918,嘉凯城,房地产开发
SZ000919,金陵药业,化学制药
SZ000920,沃顿科技,环保
SZ000921,海信家电,白色家电
SZ000922,佳电股份,电力设备
SZ000923,河钢资源,钢铁
SZ000925,众合科技,非汽车交运
SZ000926,福星股份,房地产开发
SZ000927,中国铁物,物流
SZ000928,中钢国际,建筑装饰
SZ000929,兰州黄河,饮料制造
SZ000930,中粮科技,农产品加工
SZ000931,中 关 村,化学制药
SZ000932,华菱钢铁,钢铁
SZ000933,神火股份,工业金属
SZ000935,四川双马,建筑材料
SZ000936,华西股份,化工合成材料
SZ000937,冀中能源,煤炭开采加工
SZ000938,紫光股份,计算机应用
SZ000948,南天信息,计算机应用
SZ000949,新乡化纤,化工合成材料
SZ000950,重药控股,医药商业
SZ000951,中国重汽,汽车整车
SZ000952,广济药业,化学制药
SZ000953,河化股份,化学制药
SZ000955,欣龙控股,纺织制造
SZ000957,中通客车,汽车整车
SZ000958,电投产融,保险及其他
SZ000959,首钢股份,钢铁
SZ000960,锡业股份,小金属
SZ000961,中南建设,房地产开发
SZ000962,东方钽业,小金属
SZ000963,华东医药,化学制药
SZ000965,天保基建,房地产开发
SZ000966,长源电力,电力
SZ000967,盈峰环境,环保
SZ000968,蓝焰控股,油气开采及服务
SZ000969,安泰科技,金属新材料
SZ000970,中科三环,金属新材料
SZ000971,ST高升,通信服务
SZ000972,*ST中基,农产品加工
SZ000973,佛塑科技,化工合成材料
SZ000975,银泰黄金,贵金属
SZ000976,华铁股份,非汽车交运
SZ000977,浪潮信息,计算机设备
SZ000978,桂林旅游,景点及旅游
SZ000980,ST众泰,汽车整车
SZ000981,*ST银亿,汽车零部件
SZ000982,中银绒业,纺织制造
SZ000983,山西焦煤,煤炭开采加工
SZ000985,大庆华科,石油加工贸易
SZ000987,越秀金控,保险及其他
SZ000988,华工科技,自动化设备
SZ000989,九 芝 堂,中药
SZ000990,诚志股份,化学原料
SZ000993,闽东电力,电力
SZ000995,*ST皇台,饮料制造
SZ000996,中国中期,汽车服务
SZ000997,新 大 陆,计算机设备
SZ000998,隆平高科,种植业与林业
SZ000999,华润三九,中药
SZ001201,东瑞股份,养殖业
SZ001202,炬申股份,物流
SZ001203,大中矿业,钢铁
SZ001205,盛航股份,港口航运
SZ001206,依依股份,美容护理
SZ001207,联科科技,化工合成材料
SZ001208,华菱线缆,电力设备
SZ001209,洪兴股份,服装家纺
SZ001210,金房节能,电力
SZ001211,双枪科技,家用轻工
SZ001212,中旗新材,建筑材料
SZ001213,中铁特货,公路铁路运输
SZ001215,千味央厨,食品加工制造
SZ001216,华瓷股份,家用轻工
SZ001217,华尔泰,化学原料
SZ001218,丽臣实业,化学制品
SZ001219,青岛食品,食品加工制造
SZ001226,拓山重工,专用设备
SZ001227,兰州银行,银行
SZ001228,永泰运,物流
SZ001230,劲旅环境,环保
SZ001234,泰慕士,服装家纺
SZ001266,宏英智能,自动化设备
SZ001267,汇绿生态,建筑装饰
SZ001268,联合精密,白色家电
SZ001270,铖昌科技,国防军工
SZ001288,运机集团,专用设备
SZ001289,龙源电力,电力
SZ001296,长江材料,建筑材料
SZ001308,康冠科技,光学光电子
SZ001309,德明利,计算机设备
SZ001313,粤海饲料,农产品加工
SZ001316,润贝航科,石油加工贸易
SZ001317,三羊马,物流
SZ001318,阳光乳业,食品加工制造
SZ001319,铭科精技,通用设备
SZ001323,慕思股份,家用轻工
SZ001336,楚环科技,环保
SZ001696,宗申动力,通用设备
SZ001872,招商港口,港口航运
SZ001896,豫能控股,电力
SZ001914,招商积余,房地产服务
SZ001965,招商公路,公路铁路运输
SZ001979,招商蛇口,房地产开发
SZ002001,新 和 成,化学制药
SZ002002,鸿达兴业,化学原料
SZ002003,伟星股份,纺织制造
SZ002004,华邦健康,化学制药
SZ002005,ST德豪,小家电
SZ002006,精功科技,专用设备
SZ002007,华兰生物,生物制品
SZ002008,大族激光,自动化设备
SZ002009,天奇股份,专用设备
